maize	scallion	guava	mushroom	cabbage	lentil	olive	raisin	persimmon	caraway	kohlrabi	cauliflower	eggplant	nectarine	okra	clementine	leek	pumpkin	horseradish	basil	spinach	grape	chickpea	strawberry	oregano	ginger	parsley	tomato	mustard	butternut	coconut	huckleberry	type
53	1	2	187	67	212	180	17	0	147	0	76	105	1	0	67	0	142	58	0	0	52	63	1	108	26	152	272	1	217	174	6	8
239	1	0	37	31	69	3	43	1	164	0	75	58	713	0	92	391	92	1	258	0	86	0	139	45	163	122	1	0	2	26	2	1
153	3	2	213	23	27	41	239	1	151	1	97	39	187	3	218	118	95	1	86	4	25	0	456	72	11	60	3	1	2	274	2	1
155	117	136	138	51	30	137	69	14	47	433	445	4	2	54	53	0	34	1	0	140	136	0	0	105	5	133	0	292	3	42	320	6
58	0	8	69	193	20	218	38	1	51	563	16	72	415	2	150	34	104	203	126	258	51	14	63	148	75	296	58	306	168	91	0	11
65	134	226	63	14	75	111	101	201	265	89	15	111	250	218	22	554	49	31	327	74	96	128	46	51	149	153	507	54	126	138	189	15
20	326	1	17	35	89	265	21	61	53	1	36	63	0	271	195	1	177	2	0	1	15	0	1	78	223	167	1	0	1	200	214	4
38	91	0	12	58	68	18	34	225	83	1	97	109	123	110	10	65	9	47	80	0	270	89	196	43	24	84	184	1	250	52	30	13
21	143	245	199	120	40	275	51	327	121	379	180	87	1	103	82	2	37	164	0	161	48	54	0	36	39	20	65	189	124	170	158	14
95	387	0	114	45	133	166	77	85	68	2	59	56	228	477	8	144	13	0	18	2	44	4	46	25	29	24	1	2	0	92	37	5
38	715	0	11	25	177	32	50	51	113	0	27	179	253	66	137	216	247	602	138	0	157	85	113	24	50	23	306	3	160	40	148	13
182	71	152	177	86	140	97	56	261	96	54	38	67	0	360	73	2	79	248	2	80	87	172	1	69	89	31	43	112	83	125	349	14
42	132	3	77	119	8	21	81	256	186	6	243	17	157	104	81	162	51	2	100	1	158	0	716	46	169	36	1	2	1	125	107	5
126	1	124	56	84	133	67	83	3	450	58	20	125	162	1	92	322	196	167	269	38	62	405	452	118	98	75	428	138	170	33	4	11
63	0	2	14	45	72	123	36	1	179	0	15	114	254	0	88	178	166	0	238	1	43	0	49	120	48	230	2	0	0	39	1	1
2	292	22	170	40	58	30	66	141	176	307	114	164	2	214	75	1	71	3	0	361	159	0	0	33	209	181	4	100	8	184	430	6
219	14	1	36	98	20	23	103	282	108	1	27	262	349	179	173	22	0	0	286	4	76	1	150	81	114	108	0	0	1	136	168	5
210	0	0	58	315	26	139	79	0	398	1	47	100	1	1	38	1	157	202	3	2	21	149	1	78	82	183	166	1	76	134	1	8
28	2	229	171	113	66	170	172	0	28	320	30	61	107	1	123	240	165	279	306	578	208	20	141	109	126	57	95	110	329	40	0	11
22	1	1	60	103	102	160	68	1	59	4	407	44	3	1	472	1	162	52	8	4	53	105	1	2	112	59	81	1	388	90	0	8
40	0	406	9	16	162	175	139	1	336	122	181	6	1	1	93	0	102	508	0	196	44	120	0	119	344	119	294	4	27	146	1	10
43	2	275	13	132	49	112	147	1	92	213	101	52	0	1	108	1	121	394	0	486	39	380	0	19	204	73	102	121	86	242	2	10
15	2	2	41	52	95	139	58	2	133	6	285	256	0	0	174	0	98	77	1	3	187	121	1	103	508	101	240	0	413	85	4	8
108	1	460	126	48	79	119	11	5	178	24	260	72	0	1	217	0	90	62	0	38	98	422	0	30	22	69	14	21	353	124	3	10
60	294	2	104	40	57	150	69	359	55	1	49	8	3	511	79	5	123	207	0	2	98	97	0	88	167	45	575	1	198	170	29	12
50	120	453	31	11	45	114	201	84	50	277	51	250	0	360	182	0	40	279	0	157	11	155	3	101	163	321	143	261	198	95	121	14
22	273	0	222	60	8	335	176	350	109	5	25	255	94	230	112	18	50	4	543	2	149	0	185	191	88	285	7	0	0	147	57	5
36	147	408	147	65	34	112	47	34	48	241	24	106	2	609	41	0	409	2	5	216	12	0	1	27	1	26	1	48	0	37	327	6
33	324	147	90	34	37	23	98	311	255	113	25	28	42	62	181	90	33	0	210	116	78	1	14	6	76	70	1	302	1	200	112	7
261	1	0	128	93	211	110	11	0	76	0	280	81	631	0	113	153	11	391	332	1	56	114	97	35	128	170	139	0	731	187	3	9
57	98	0	156	157	71	77	303	93	105	0	55	131	261	285	140	69	4	119	490	1	16	103	43	36	95	328	256	0	97	213	98	13
7	0	222	70	20	276	16	116	0	15	270	74	46	4	0	105	1	117	380	0	289	46	104	2	39	226	67	378	61	64	63	0	10
208	38	0	168	49	132	249	100	21	209	0	217	46	160	157	56	177	177	0	88	2	52	2	473	134	481	213	0	1	2	127	115	5
44	204	0	190	136	12	91	57	47	114	2	90	19	223	34	323	290	11	0	193	0	109	0	158	47	21	152	1	1	1	28	8	5
94	3	243	100	266	98	3	1	0	14	124	424	90	48	1	135	113	61	0	25	536	58	1	60	7	81	161	0	4	1	113	0	3
67	236	59	35	31	105	46	61	500	111	216	106	94	169	25	86	73	26	87	173	55	85	291	73	24	76	190	101	277	393	91	195	15
132	1	1	5	61	61	71	56	0	26	0	62	9	0	2	136	1	177	261	4	0	38	218	0	36	96	62	10	2	384	29	0	8
60	0	264	56	75	114	37	94	0	38	125	41	40	231	2	229	114	118	340	45	226	59	72	498	84	120	141	373	209	185	68	2	11
45	0	5	209	204	247	111	48	0	108	0	50	56	1	2	29	1	192	1	5	1	30	2	0	204	164	38	1	4	0	182	1	0
3	1	124	76	99	12	146	10	0	170	209	40	34	2	0	35	1	39	0	1	55	45	1	1	132	26	113	3	292	3	8	0	2
265	204	200	34	88	40	157	141	107	161	632	31	101	5	337	158	1	33	439	1	63	94	455	0	414	38	98	298	497	310	35	34	14
49	427	17	187	84	13	87	67	100	226	68	111	175	236	159	214	180	137	1	177	275	313	0	426	7	98	179	1	221	0	86	378	7
102	352	1	6	133	44	40	97	36	50	1	350	350	1	259	118	1	34	477	0	2	172	180	0	174	42	91	86	0	13	89	57	12
66	65	193	57	63	96	68	112	118	235	221	3	232	3	69	103	1	80	64	1	49	117	75	0	64	28	47	442	338	83	140	312	14
73	277	83	26	103	62	71	123	381	46	346	151	24	180	82	133	24	93	277	624	272	49	593	100	35	315	108	227	374	523	59	235	15
82	846	200	351	149	87	114	39	59	91	246	127	174	2	355	160	1	114	98	2	123	74	221	0	43	32	62	224	507	131	156	105	14
22	51	295	72	47	30	41	29	113	171	119	27	48	1	442	42	2	8	122	3	132	153	103	1	195	90	87	225	314	52	281	77	14
105	0	3	24	17	82	33	210	1	159	1	124	158	2	0	62	1	67	0	0	1	62	0	0	30	98	180	0	3	3	84	0	0
46	125	51	0	123	39	164	28	505	106	100	31	1	676	42	144	254	267	0	389	175	71	0	7	148	111	136	0	201	1	58	95	7
167	0	152	110	152	18	151	178	0	176	220	188	99	0	0	29	2	37	1	3	87	78	0	2	92	91	139	2	69	3	232	1	2
87	0	1	47	186	42	114	90	4	4	0	136	223	1	1	129	0	155	2	0	5	121	2	0	93	209	129	1	0	1	246	2	0
207	2	106	69	22	85	31	192	0	147	307	119	103	0	3	181	0	170	0	2	289	26	1	1	157	123	133	2	100	0	88	1	2
112	471	1	322	285	127	146	58	4	140	0	73	66	129	336	8	341	139	36	188	1	66	315	160	41	42	27	127	0	146	39	584	13
13	21	0	91	42	123	246	78	77	26	0	20	88	447	463	59	388	36	148	159	2	102	266	352	21	89	26	240	0	138	64	112	13
41	259	326	192	66	55	30	31	48	248	689	27	82	142	34	89	185	160	1	380	210	135	0	234	101	43	397	1	144	0	10	645	7
81	2	0	9	74	27	36	189	0	32	0	101	190	112	4	135	153	233	242	65	0	116	31	160	267	186	75	246	0	126	181	0	9
64	0	18	38	139	59	35	221	0	98	17	133	238	0	0	74	0	96	1	1	172	37	0	1	33	52	46	5	371	2	195	0	2
1	110	0	122	34	104	159	31	499	9	0	13	134	0	84	34	0	286	49	1	0	168	200	0	14	95	88	105	2	173	39	94	12
27	195	184	70	196	8	58	52	130	42	190	252	37	1	254	16	0	50	47	2	170	207	58	1	82	227	126	500	233	200	126	238	14
41	631	0	66	223	91	34	131	101	116	0	104	178	1	161	26	0	2	1	0	4	45	0	0	205	112	136	2	1	0	10	85	4
44	0	722	143	120	5	49	40	0	102	140	99	31	0	1	20	2	53	2	1	509	165	0	0	70	116	17	2	132	1	82	1	2
37	50	1	244	3	320	132	90	42	17	0	7	78	0	40	27	6	13	139	4	1	75	373	1	35	24	101	194	0	112	124	23	12
196	0	149	17	17	21	76	62	3	21	11	80	84	1	1	24	1	85	3	2	36	61	1	2	52	99	57	3	228	0	8	0	2
96	26	91	172	25	51	35	116	276	297	26	167	70	2	325	108	0	8	448	1	85	29	264	1	177	152	27	89	207	62	3	270	14
155	1	222	94	83	126	351	292	0	38	351	19	74	2	0	55	4	14	16	0	250	260	173	2	135	158	59	323	79	175	80	3	10
203	0	42	79	118	92	13	22	3	178	200	151	96	2	0	250	2	176	1	1	136	75	0	0	86	12	132	0	146	0	83	0	2
104	274	154	46	403	65	306	205	208	199	249	71	267	49	54	32	181	109	53	224	113	43	408	53	214	35	89	163	82	39	14	190	15
23	50	2	57	42	8	182	47	51	183	2	117	35	162	311	47	173	7	357	211	1	154	130	176	187	170	65	126	1	78	74	228	13
46	129	71	259	29	52	147	79	21	10	57	84	130	358	153	216	43	169	320	337	391	117	198	96	68	289	63	82	76	186	14	112	15
155	2	41	147	104	24	80	119	1	71	24	140	45	156	1	63	124	110	0	47	367	234	3	373	11	15	18	2	61	0	84	3	3
96	62	0	6	128	95	129	70	24	215	3	111	116	161	289	111	41	96	35	218	3	103	140	123	31	45	177	134	0	17	101	147	13
93	277	0	65	15	49	113	7	223	26	2	41	105	3	338	368	0	75	42	1	3	59	438	3	53	26	103	233	0	485	27	148	12
257	0	325	67	31	86	82	77	0	42	323	99	4	491	0	37	312	109	0	66	44	51	1	318	16	12	133	0	49	0	394	2	3
48	0	3	221	26	66	97	40	1	53	1	18	72	1	0	184	2	143	183	0	0	88	304	0	84	137	74	52	0	181	333	1	8
60	244	0	47	81	122	115	96	349	6	1	53	80	0	434	260	0	56	0	2	2	121	2	1	126	237	104	0	0	1	162	42	4
116	113	336	211	106	387	106	117	97	147	184	137	280	4	134	26	3	144	127	1	89	161	458	0	42	65	23	133	268	360	31	309	14
104	1	3	204	70	0	83	26	2	192	2	77	67	0	1	70	2	56	103	0	3	107	44	2	14	271	122	241	0	61	248	2	8
66	0	2	111	19	118	205	124	1	194	7	14	89	2	0	17	3	168	206	2	2	42	240	0	133	83	25	469	0	427	115	0	8
14	258	495	64	55	165	126	44	213	120	172	32	49	1	85	11	1	114	2	2	797	110	2	1	237	25	168	0	456	0	188	161	6
32	1	2	38	63	38	7	87	3	224	1	110	178	0	2	16	1	102	2	0	1	164	0	0	147	72	23	0	1	0	61	0	0
48	103	360	263	79	34	57	7	114	86	41	165	69	0	260	136	2	59	0	0	83	135	0	1	92	171	78	1	286	0	38	158	6
18	56	26	66	27	23	19	209	107	56	230	193	65	2	221	47	1	42	327	4	363	28	283	0	227	74	175	94	282	343	90	125	14
148	5	81	236	96	204	3	100	2	47	73	45	90	1	0	151	4	71	76	1	189	304	181	5	267	76	186	175	19	411	62	1	10
108	353	0	38	44	140	223	52	202	154	0	24	196	283	171	122	365	137	538	138	2	161	27	33	20	14	392	208	2	39	103	50	13
75	1	148	76	71	217	167	108	1	109	689	93	111	1	5	9	2	46	173	0	168	140	366	1	46	104	31	255	195	194	44	3	10
161	57	54	257	16	167	62	333	260	11	239	15	39	1	42	160	1	29	6	1	282	79	1	1	175	96	264	0	227	1	89	425	6
237	569	1	52	25	207	155	165	156	335	1	6	92	329	154	36	297	37	75	69	2	6	25	151	351	79	262	87	0	509	113	218	13
42	1	1	135	146	218	61	152	2	18	2	177	73	341	2	157	69	67	0	161	0	139	1	142	20	138	131	0	0	1	46	0	1
58	443	183	71	66	95	280	56	38	31	164	98	120	100	532	26	453	86	1	404	188	32	0	565	38	87	97	1	195	2	283	360	7
159	238	2	284	20	24	74	31	506	30	1	222	59	146	197	90	202	120	125	123	6	23	549	234	32	138	43	42	1	241	134	400	13
357	2	1	73	88	270	43	28	2	18	0	113	28	0	5	12	0	241	0	0	3	73	0	0	221	206	29	1	1	0	216	1	0
22	0	137	131	53	242	204	8	6	96	283	80	75	0	0	110	0	309	0	0	364	116	0	2	57	117	10	0	362	1	94	1	2
34	283	0	53	92	30	6	25	171	82	0	105	119	1	94	20	0	141	159	0	3	65	354	0	58	62	52	75	0	103	56	562	12
194	489	84	168	4	6	114	66	89	104	37	59	39	108	4	34	244	38	2	284	11	365	0	398	88	85	31	0	260	4	75	181	7
137	212	128	24	35	77	88	57	24	71	49	6	22	81	319	88	242	146	140	188	105	33	343	476	68	87	16	190	56	218	54	429	15
12	1	1	84	135	202	52	148	0	42	3	82	73	0	3	85	2	33	2	0	0	91	0	0	51	66	338	2	1	0	51	2	0
7	129	0	59	117	95	74	60	110	29	2	229	15	1	248	73	0	84	0	1	1	120	0	1	279	217	75	2	1	2	26	82	4
181	1	1	21	45	180	201	167	1	93	2	197	108	787	1	29	87	205	208	76	0	53	55	113	25	92	124	137	1	490	11	0	9
41	0	0	95	182	144	63	4	0	57	1	93	31	0	1	20	0	279	65	0	1	94	204	4	8	100	15	70	0	241	1	2	8
45	0	476	22	1	24	144	23	0	48	141	12	78	99	1	181	118	21	2	51	235	121	1	61	166	35	253	1	496	1	7	0	3
58	36	2	49	71	46	23	159	138	86	1	6	115	115	141	25	42	68	10	77	1	11	126	271	151	132	8	98	0	195	56	49	13
45	28	96	131	46	40	49	208	163	189	10	140	297	103	11	94	462	131	214	100	426	10	152	84	107	107	23	17	91	93	7	58	15
5	390	0	69	78	11	148	72	289	231	2	11	20	4	130	105	0	8	1	0	2	179	3	2	109	35	194	0	1	2	345	434	4
76	0	101	26	119	66	57	29	1	70	60	18	19	1	0	112	1	79	1	0	63	47	5	3	224	115	101	0	67	0	175	0	2
49	130	0	174	98	86	21	21	429	157	0	5	175	189	62	71	52	117	0	229	0	53	2	166	166	91	195	0	3	0	111	56	5
105	0	0	41	49	146	75	219	0	98	0	43	113	269	2	51	192	115	1	39	3	48	0	55	188	41	221	0	2	0	160	2	1
27	0	120	108	118	139	210	330	1	58	158	20	40	0	0	21	4	163	166	1	86	138	116	0	14	17	330	115	155	222	210	0	10
72	1	159	152	62	125	222	69	1	73	296	22	116	0	2	119	0	96	1	0	74	50	0	0	107	20	116	3	114	1	18	2	2
28	0	120	46	179	114	6	165	0	121	9	17	41	306	0	194	198	9	0	145	190	20	0	317	43	50	47	0	104	2	169	0	3
51	2	235	83	168	99	61	127	1	18	11	40	119	0	0	146	0	147	4	1	343	154	2	0	48	121	168	0	121	2	124	0	2
147	233	298	147	95	81	74	208	74	20	329	139	25	1	160	60	0	133	225	4	268	114	77	2	136	274	136	211	170	295	57	153	14
186	126	253	220	74	77	15	83	21	67	36	40	22	0	57	176	1	5	0	0	189	115	0	0	51	34	341	0	148	1	146	210	6
52	400	0	31	23	171	99	109	139	363	0	217	90	219	328	79	75	172	1	42	0	102	1	91	73	157	72	0	0	1	21	684	5
119	3	0	84	85	47	118	109	2	104	0	15	109	216	1	136	199	46	234	355	2	77	132	76	9	218	421	189	1	120	46	2	9
245	3	1	132	96	75	63	124	0	175	0	108	59	0	1	210	1	160	219	0	2	115	309	1	41	158	115	23	0	421	152	0	8
231	1	1	115	108	30	27	151	0	83	0	60	57	3	0	115	1	28	0	4	0	67	1	0	159	159	45	1	1	0	28	0	0
24	2	218	33	80	53	145	170	1	201	227	15	323	327	0	100	102	250	55	69	180	82	1063	167	50	19	82	176	126	46	54	0	11
124	404	96	47	64	48	98	126	68	168	257	20	135	0	337	35	1	88	0	2	79	14	0	0	239	67	73	0	133	0	104	698	6
38	112	917	36	19	108	209	232	171	21	363	89	51	2	214	8	0	192	145	1	476	31	179	0	49	39	23	54	97	378	20	186	14
175	0	467	292	77	55	27	97	3	60	197	113	143	1	0	23	1	6	0	0	48	28	0	0	9	14	58	3	382	1	74	0	2
346	63	516	43	234	168	16	195	138	224	341	80	171	0	109	101	1	103	4	0	232	155	1	1	135	147	41	0	163	3	329	4	6
47	0	1	41	36	106	287	33	0	199	2	31	103	1	1	79	3	221	121	1	0	119	25	2	29	41	195	268	0	269	172	2	8
52	0	1	114	128	9	31	105	3	411	0	162	29	2	0	147	0	28	3	0	6	261	0	0	58	98	43	2	0	0	72	0	0
152	0	266	93	151	47	40	91	1	103	562	57	223	2	0	121	1	49	2	1	61	174	1	0	60	72	47	1	335	1	116	1	2
141	211	0	10	107	235	70	74	104	121	2	16	60	732	153	34	81	131	333	207	0	94	323	39	227	25	41	25	0	57	36	121	13
312	0	179	164	172	129	44	156	0	261	272	57	131	0	0	129	1	196	110	1	184	100	401	1	41	118	4	30	304	121	62	1	10
151	1	209	52	28	146	78	36	0	77	47	6	25	0	6	37	1	158	261	0	196	105	60	0	60	60	161	298	287	199	110	2	10
64	1	2	11	145	84	42	44	0	161	1	34	123	0	0	76	1	9	0	5	0	47	1	0	95	58	84	5	1	0	42	0	0
170	1	0	281	40	46	98	32	0	90	0	144	196	305	0	42	176	26	1	284	0	51	1	169	35	140	108	0	1	0	82	1	1
56	46	1	132	72	102	127	32	182	168	0	70	49	165	420	9	100	36	1	252	4	38	1	325	27	26	145	0	4	0	118	158	5
204	0	451	142	11	136	61	195	2	51	815	170	105	0	6	85	0	45	2	0	219	50	0	0	130	9	28	2	136	2	51	3	2
101	120	86	130	48	15	78	74	70	31	258	6	93	0	257	41	1	75	43	2	54	36	229	2	276	91	117	236	118	225	349	201	14
182	1	51	136	87	7	94	113	3	84	6	23	43	0	3	21	3	165	12	3	338	70	200	2	86	82	241	68	128	129	177	3	10
35	0	317	145	69	90	188	24	0	47	570	107	132	0	1	63	1	134	144	3	134	45	168	0	66	87	73	543	118	187	24	0	10
87	126	0	115	137	7	217	52	72	99	1	56	15	2	334	44	0	14	31	0	0	88	169	0	128	152	34	190	0	85	148	414	12
80	1	1	16	61	28	55	69	6	110	0	78	41	1	2	17	3	81	31	2	1	18	82	1	20	14	338	481	0	84	56	0	8
126	235	0	3	15	93	62	131	92	104	0	106	230	0	365	417	0	24	671	1	1	52	117	1	101	66	30	55	2	546	395	73	12
131	200	62	120	19	213	171	17	142	78	388	91	55	0	82	122	0	220	40	1	18	130	80	5	28	115	30	82	941	7	124	723	14
4	3	0	45	39	91	54	253	1	263	0	89	35	42	2	186	623	45	0	402	0	116	1	181	122	71	43	0	0	0	20	1	1
199	0	136	289	6	20	7	19	3	37	49	11	7	4	0	2	2	72	0	0	178	46	2	3	86	213	79	7	53	0	258	3	2
181	0	0	31	54	51	6	310	0	9	1	92	156	0	1	159	0	78	332	1	1	170	256	0	43	3	122	115	0	19	65	3	8
7	2	97	189	28	59	68	29	0	100	131	57	49	247	0	145	215	169	0	265	44	74	0	318	138	18	88	3	302	0	59	1	3
62	5	2	186	60	80	7	30	1	3	0	88	98	1	2	89	0	113	615	1	1	83	96	1	329	188	4	156	1	126	60	2	8
107	127	83	108	115	18	50	57	135	50	207	244	67	0	49	57	5	200	171	3	217	4	99	0	56	69	108	35	88	120	82	52	14
194	39	3	187	56	156	121	55	60	38	1	18	119	51	72	219	178	99	141	91	1	45	137	229	104	2	44	207	1	383	182	291	13
103	3	254	73	246	129	31	91	1	128	708	68	84	0	2	86	0	29	1	2	26	98	0	0	21	314	96	2	108	0	72	2	2
146	46	67	145	120	36	77	245	168	78	92	44	181	0	57	108	4	220	319	0	37	60	417	0	155	159	24	215	388	40	105	133	14
28	2	215	38	147	108	281	183	1	68	171	78	138	42	0	38	192	40	244	67	159	13	271	169	89	160	138	425	114	72	23	1	11
47	323	53	42	353	340	9	19	20	79	105	171	119	75	124	220	283	20	0	116	366	80	1	81	102	60	31	5	176	1	465	700	7
89	58	0	13	132	137	16	420	9	101	0	59	308	0	237	77	2	185	107	0	3	39	402	2	20	46	157	167	1	121	106	151	12
96	1	0	87	6	129	141	134	0	1	0	27	88	0	2	167	0	29	0	0	4	16	3	1	136	189	66	1	0	1	17	0	0
166	0	379	81	18	43	89	35	0	29	25	100	61	28	0	30	133	36	125	56	138	60	36	93	68	187	136	156	339	343	31	0	11
127	132	155	30	87	142	151	87	446	130	20	32	42	353	112	31	181	7	217	644	84	51	451	218	69	18	117	568	146	283	110	217	15
85	1	230	127	180	122	37	64	0	54	218	75	37	0	3	39	0	45	234	0	72	136	9	1	161	55	249	121	88	78	93	2	10
173	0	0	30	27	22	26	68	0	107	0	28	59	0	1	46	4	61	0	1	0	43	0	1	11	56	170	1	0	1	10	1	0
207	366	0	52	151	2	47	59	195	115	2	180	292	52	289	230	260	238	0	330	3	25	0	89	81	52	63	0	0	0	43	568	5
41	0	17	104	88	36	299	43	0	278	87	162	166	27	0	38	133	117	161	293	152	211	421	88	74	39	94	36	118	496	85	0	11
166	319	107	13	23	119	107	54	84	50	105	11	94	250	137	94	274	235	69	136	360	258	130	120	314	53	99	92	161	616	11	229	15
110	0	2	25	21	76	107	124	0	124	0	64	71	71	1	106	271	22	176	107	0	282	737	157	121	7	53	162	0	146	24	1	9
80	204	76	242	34	16	106	22	178	146	123	61	38	0	297	171	0	71	0	0	129	23	3	2	145	169	124	0	298	0	26	50	6
50	3	0	89	213	18	30	80	2	37	0	54	101	1	0	42	1	190	254	1	0	243	635	0	106	80	134	53	2	168	25	0	8
34	2	37	26	138	98	102	64	1	43	134	16	124	0	1	30	3	58	1	1	126	29	1	0	43	21	66	2	352	0	23	1	2
41	2	7	72	61	57	121	142	0	66	129	128	129	3	2	50	2	158	2	2	105	63	0	0	109	131	29	1	302	2	59	3	2
21	2	0	96	61	147	181	40	2	126	0	105	117	0	0	34	0	112	0	0	0	58	1	0	65	214	201	0	2	1	6	4	0
97	1	0	441	14	143	93	19	2	62	6	36	157	0	1	36	0	189	58	0	3	303	395	0	46	18	162	141	0	237	152	0	8
205	141	0	61	163	18	74	81	439	17	1	51	110	1	62	51	0	70	144	0	0	22	51	0	25	105	98	275	0	36	29	36	12
78	49	1	88	22	249	24	80	129	68	0	81	156	189	271	233	118	215	0	275	0	55	0	101	158	222	19	0	3	0	4	386	5
76	182	0	399	181	123	20	89	184	23	0	68	113	3	170	193	3	154	148	0	0	122	221	0	155	10	128	19	0	210	62	237	12
96	334	138	164	162	9	203	252	73	40	84	49	35	5	126	105	1	45	1	0	99	27	2	1	104	567	109	1	71	0	139	338	6
214	175	0	203	78	16	24	321	182	35	1	41	217	472	79	56	661	4	194	227	1	79	74	176	35	48	59	709	0	144	37	149	13
24	1	202	67	61	48	18	95	1	141	328	69	155	105	0	165	245	125	23	50	122	108	54	228	213	22	90	175	46	98	62	0	11
30	0	0	211	79	116	194	26	1	65	0	60	24	159	3	112	552	134	0	23	3	94	0	156	114	47	176	0	1	3	296	0	1
44	0	2	137	188	209	6	155	1	96	1	32	36	0	1	25	2	222	413	2	1	194	35	0	67	14	222	358	1	248	49	0	8
87	1	453	107	59	61	118	341	1	21	17	96	20	192	1	34	314	294	199	198	205	106	76	482	58	171	285	207	109	431	148	1	11
61	183	261	57	111	125	102	7	109	153	301	83	145	5	272	141	2	25	3	0	99	21	0	1	252	61	154	0	152	2	181	254	6
40	4	1	52	73	110	48	79	0	86	6	36	128	57	0	225	182	159	1	85	0	64	3	43	61	36	271	1	1	2	386	0	1
19	0	371	62	95	99	55	59	0	291	219	90	199	5	1	83	0	191	0	1	105	156	0	5	152	5	293	2	258	1	86	1	2
80	538	644	260	254	71	99	166	44	200	269	14	120	1	205	72	1	36	209	2	22	87	182	0	58	72	191	95	40	77	82	724	14
87	74	28	133	43	39	173	206	321	133	192	90	26	0	88	21	2	196	2	4	124	150	2	3	89	100	159	0	52	0	65	381	6
31	0	444	51	164	47	121	187	2	112	27	108	145	1	2	113	2	36	3	0	89	142	1	1	112	97	71	0	113	0	131	3	2
313	53	1	22	68	35	90	91	218	42	1	13	101	0	298	68	0	21	374	3	0	157	201	2	25	192	27	232	2	69	178	72	12
49	4	0	63	61	44	42	74	0	25	1	58	55	0	0	160	0	14	180	1	1	180	242	3	127	46	108	56	1	36	54	0	8
25	35	359	37	109	124	158	144	220	170	62	60	82	2	29	95	2	406	287	5	287	95	164	1	131	105	171	67	199	194	254	102	14
116	1	1	106	14	99	30	68	3	38	3	95	72	1	2	139	0	82	385	0	0	145	374	0	83	33	82	218	1	135	62	2	8
135	130	0	20	29	167	66	108	109	52	0	3	78	179	57	79	479	3	145	206	3	98	119	204	100	73	11	348	1	264	325	198	13
12	1	0	117	226	107	307	53	0	122	1	27	175	0	2	66	1	164	1	1	0	91	0	0	17	110	13	1	1	0	42	0	0
93	6	76	14	50	105	44	51	5	63	631	8	341	0	2	138	0	184	2	0	70	139	3	0	87	263	64	1	303	0	188	2	2
15	2	2	17	77	106	155	41	2	198	0	112	59	229	1	423	166	48	22	131	0	48	612	164	77	259	95	16	2	303	173	1	9
74	190	2	0	31	221	11	250	535	249	0	119	127	1	270	78	1	183	0	4	0	31	0	1	148	228	195	1	1	4	94	62	4
46	3	1	172	75	140	155	81	1	70	1	65	33	0	0	44	2	137	0	0	2	232	4	0	24	97	27	0	2	1	37	0	0
135	15	48	0	7	78	30	54	142	8	48	61	60	1	328	50	0	177	63	1	481	69	41	0	42	101	52	191	5	112	68	42	14
2	167	4	70	56	53	70	217	569	64	0	68	72	389	168	35	27	59	0	39	3	142	1	180	208	59	38	1	2	2	332	113	5
106	0	0	140	48	97	74	183	1	56	0	39	56	0	0	151	0	76	3	0	0	81	1	0	152	67	197	1	0	0	15	1	0
126	29	0	101	41	43	137	27	131	156	3	39	28	3	147	216	2	91	2	4	0	17	1	1	64	85	71	0	0	4	81	484	4
96	1	419	194	95	118	58	128	0	98	134	97	170	0	0	17	2	90	381	0	83	14	459	0	131	53	132	0	127	155	88	0	10
47	341	89	84	238	46	96	154	279	113	419	70	17	0	413	84	0	146	299	3	175	12	147	0	73	239	38	33	163	192	139	484	14
92	1	1	157	181	5	20	117	1	54	1	143	260	2	1	68	0	176	210	0	0	69	805	0	84	178	65	238	0	116	66	1	8
78	0	206	8	78	54	89	127	1	114	49	183	108	0	1	81	2	50	213	3	128	100	237	1	110	104	48	88	194	81	136	0	10
38	0	308	205	5	18	8	97	2	93	300	115	35	0	0	130	2	111	302	0	191	138	117	1	87	77	99	111	406	161	38	0	10
196	1	193	226	47	68	50	24	1	55	212	305	114	82	1	139	209	55	302	239	76	66	468	76	6	231	21	48	190	94	18	5	11
188	322	0	44	3	111	73	61	135	138	0	194	106	261	132	182	189	7	1	500	0	198	0	149	64	120	97	0	2	2	122	97	5
108	52	0	51	218	68	121	19	254	38	2	42	117	207	492	272	116	27	193	135	0	90	117	131	25	102	114	165	0	70	37	208	13
49	0	198	216	232	97	180	151	1	12	305	122	54	0	3	18	1	114	126	1	38	108	403	4	138	271	12	166	198	40	166	0	10
126	4	1	75	63	7	6	130	0	123	1	241	59	1	3	166	1	33	0	1	0	47	0	1	251	205	68	0	5	1	44	0	0
54	2	0	26	155	183	13	23	2	12	1	37	69	3	0	36	1	36	216	0	1	58	311	0	78	132	14	122	1	274	23	0	8
54	513	3	68	237	27	122	99	31	64	3	254	144	0	403	87	0	9	0	0	1	70	1	1	54	92	6	2	0	5	49	423	4
23	79	0	166	86	15	53	133	365	48	0	7	255	0	96	70	1	13	18	0	1	58	4	0	77	40	107	185	1	291	54	106	12
83	4	385	122	67	59	18	95	1	34	162	223	168	4	5	170	2	58	159	1	184	159	221	1	119	58	16	179	236	82	30	0	10
61	0	459	43	88	130	125	68	0	78	54	256	30	0	1	27	0	72	91	5	326	60	109	0	89	18	60	257	144	195	61	0	10
