#gene	sample1	sample2	sample3	sample4	sample5	sample6
BMP8B	929	763	597	367	490	523
OXCT2	2891	4479	2916	2706	2956	1322
TRIT1	4607	2273	2915	2912	1621	3120
MYCL	4275	3894	7297	3478	2326	1417
MFSD2A	97	102	133	65	60	55
CAP1	4415	1790	2578	3014	1159	2089
PPT1	1970	4934	4042	3573	3280	2827
RLF	714	369	264	380	287	675
TMCO2	977	1825	471	931	520	620
ZMPSTE24	1676	1142	1582	907	1716	2045
COL9A2	2533	3653	4543	2588	3617	1504
SMAP2	1795	1857	4522	1694	1613	1785
ZFP69B	4770	9296	10220	10878	11378	8806
ZFP69	6441	6342	1896	6719	2445	2379
EXO5	686	578	896	330	651	1209
ZNF684	617	1246	1849	1696	973	972
RIMS3	1854	1969	3973	1222	1032	1710
NFYC	88	223	267	185	91	182
KCNQ4	1120	2134	619	1536	2067	823
CITED4	1531	3258	5642	3026	1496	2255
CTPS1	303	499	334	385	261	247
SLFNL1	7497	3666	5817	4839	6785	4186
SCMH1	17016	15157	16167	4494	11404	6685
FOXO6	5138	2893	4811	2203	5102	4529
EDN2	3252	2098	2280	1557	2491	2376
HIVEP3	3381	4513	4099	3399	5452	3719
GUCA2B	5434	3660	1608	815	3574	3699
GUCA2A	1786	2827	1566	3646	2110	1704
FOXJ3	827	1151	3521	535	899	682
RIMKLA	1935	1397	2604	811	1643	2884
ZMYND12	1740	2788	2609	2677	2431	3489
PPCS	3246	3096	1875	3504	3247	599
CCDC30	2123	2609	2716	1090	3349	2849
PPIH	1057	1509	897	1396	791	1072
YBX1	1741	2275	2940	1249	2176	856
CLDN19	1574	1421	1533	450	796	932
P3H1	4328	2953	3729	5053	2227	3948
C1orf50	4028	2951	1664	2154	1299	1604
RP5-994D16.12	3694	1938	1871	1886	2538	2741
RP5-994D16.11	3350	3319	5139	2746	4378	3775
SVBP	1457	2711	1148	657	923	2103
ERMAP	2733	3069	3039	2310	2987	2986
ZNF691	3361	3105	2666	947	1598	766
SLC2A1	1532	990	765	719	884	631
FAM183A	3471	2187	3080	398	1767	1367
EBNA1BP2	391	983	599	495	514	1124
CFAP57	1612	1415	1289	1038	1063	1168
TMEM125	791	769	308	204	313	445
C1orf210	724	653	509	220	241	185
TIE1	5334	4762	2168	2714	2807	7113
MPL	762	1224	2291	1628	2164	717
CDC20	490	196	183	256	322	251
ELOVL1	11743	12232	20080	6061	9664	7932
MED8	1559	1438	2373	1301	1884	698
SZT2	719	807	1189	968	921	1422
HYI	2172	3405	4749	2929	2883	1747
PTPRF	1643	1603	4411	1040	2929	3176
KDM4A	1707	377	1354	379	1201	540
ST3GAL3	543	191	206	143	147	396
ARTN	580	1178	630	498	931	559
IPO13	199	446	487	478	410	312
DPH2	3514	1989	2032	610	2592	2826
ATP6V0B	2621	3549	4117	2450	1382	1015
B4GALT2	165	251	221	170	111	242
CCDC24	5963	4195	3466	2021	2829	3783
SLC6A9	5808	9899	7529	5369	3371	8813
KLF17	3413	1875	1794	1465	1686	2228
KLF18	647	1837	1611	409	681	565
DMAP1	6699	4868	3500	2800	2318	2037
ERI3	2304	3502	1546	1884	1752	1479
RNF220	9621	11556	3871	7460	4536	6765
TMEM53	342	122	262	269	202	442
C1orf228	293	141	260	350	102	307
KIF2C	490	329	306	331	284	140
RPS8	644	787	503	350	612	524
BEST4	187	186	188	144	103	252
PLK3	2806	2970	4225	3298	2537	4146
TCTEX1D4	2711	1714	1524	1891	2194	2812
BTBD19	1483	1281	1919	897	716	1004
PTCH2	2499	1773	1256	1455	1217	1614
EIF2B3	1008	916	559	433	224	263
HECTD3	70	81	109	52	15	29
UROD	348	270	498	180	373	219
ZSWIM5	665	264	199	128	110	295
HPDL	1414	3624	3739	1897	806	1773
MUTYH	1059	615	1291	830	450	1145
TOE1	7703	4218	1594	2543	1817	2724
TESK2	9656	11213	14728	9057	5692	7577
CCDC163P	845	2227	1250	816	697	1020
MMACHC	5653	3916	4450	2260	2423	980
PRDX1	7504	6018	9627	7685	7602	3541
AKR1A1	535	466	456	614	831	336
NASP	17605	17307	10338	26687	21913	8201
CCDC17	656	441	616	863	241	648
GPBP1L1	3797	2819	2809	4063	5465	2174
TMEM69	676	2082	2478	1521	863	3017
IPP	1115	2416	1746	1267	1553	1840
MAST2	2087	1317	2390	709	768	1816
PIK3R3	8299	5339	2896	2834	4185	2487
TSPAN1	4657	2193	2016	2530	1546	3201
RP11-322N21.2	2601	925	3489	2902	1159	1336
POMGNT1	2831	534	2148	1406	632	555
LURAP1	1282	1301	1270	526	483	588
RAD54L	359	396	1070	133	306	579
LRRC41	1959	1437	741	1389	919	1108
UQCRH	461	379	271	247	384	300
NSUN4	433	412	604	235	92	174
FAAH	3489	1996	5000	2451	2167	1655
DMBX1	201	93	98	49	58	129
RP11-49P4.7	1157	3179	4799	2042	1269	2305
KNCN	2052	3305	2946	2021	869	1196
MKNK1	2302	2766	1349	1758	1357	1525
MOB3C	1863	466	466	598	555	467
ATPAF1	1276	1131	1183	381	1044	1303
TEX38	282	194	338	224	209	338
EFCAB14	60	66	67	108	99	54
CYP4B1	4261	4514	6871	6440	2181	5091
CYP4A11	1216	1447	1160	688	1221	746
CYP4X1	242	474	733	483	357	312
CYP4Z1	1156	668	943	1076	1369	1112
CYP4A22	49	328	164	309	259	171
PDZK1IP1	1220	1916	1863	594	1011	572
TAL1	2510	1698	1024	2075	1251	4277
STIL	3402	3528	1586	2812	1471	1803
CMPK1	1136	2072	2208	1343	906	2848
FOXE3	672	694	362	563	614	371
FOXD2	7542	4108	2443	1433	2891	3558
TRABD2B	7622	3472	8934	14663	12105	9015
AL356289.1	2086	2387	6479	3687	2720	2611
SLC5A9	6464	3191	10060	1923	3442	3990
SPATA6	3625	2041	1968	1375	2028	1214
AGBL4	2551	2073	1178	1748	2291	1019
BEND5	231	189	110	40	153	135
ELAVL4	63	77	69	146	67	84
DMRTA2	2896	4052	3848	4838	8169	11318
FAF1	1480	1122	1669	1257	843	997
CDKN2C	3739	3967	4523	2953	1399	3033
C1orf185	639	373	1086	224	239	496
RNF11	1022	633	670	409	1088	708
TTC39A	709	466	2061	2042	935	805
EPS15	588	675	567	301	482	320
OSBPL9	328	308	653	547	312	228
NRDC	6484	8708	11141	3713	3684	3475
RAB3B	4732	6883	6535	3888	3796	3159
TXNDC12	865	1601	624	295	945	787
KTI12	791	1783	1450	1963	927	943
BTF3L4	41	31	61	37	7	62
ZFYVE9	9020	4981	6067	4408	7897	7273
CC2D1B	11139	7971	8960	11798	6668	5546
ORC1	3030	1966	1956	1023	968	1310
PRPF38A	21	34	57	29	9	31
ZCCHC11	117	577	175	151	237	250
GPX7	290	378	200	170	254	237
FAM159A	713	1097	331	1107	1365	1812
COA7	6629	6936	4568	4221	4763	4380
ZYG11B	218	87	130	228	186	220
ZYG11A	750	461	446	291	320	226
ECHDC2	197	324	443	318	278	278
SCP2	3593	4267	7229	6151	2638	2619
AL445183.1	3137	3160	3261	3196	2257	3700
PODN	1629	1195	3087	1031	2371	1366
SLC1A7	2548	5632	2648	2574	2871	2936
CPT2	2100	5254	5098	2833	3200	4436
C1orf123	1167	1024	2356	667	1259	795
MAGOH	1880	2429	3208	2297	4370	1515
LRP8	21	24	22	45	36	28
DMRTB1	908	2877	2867	700	1619	2082
GLIS1	1409	1797	1918	913	870	1602
NDC1	3331	1915	4550	1152	1207	1291
YIPF1	804	935	829	323	436	120
DIO1	170	347	636	258	368	334
HSPB11	1823	1992	2333	1845	3047	3115
LRRC42	1750	690	1789	1004	691	989
LDLRAD1	4372	3911	4952	2809	4753	5137
TMEM59	8896	7694	4564	6024	1200	9761
TCEANC2	7186	13637	3182	6007	4797	12323
RP11-446E24.4	11002	2620	8934	1890	6122	861
CDCP2	1919	2383	2239	3119	2167	2690
CYB5RL	2015	4130	2802	2230	1635	897
MRPL37	4540	2066	1276	2097	1504	1564
SSBP3	9607	5747	7882	5703	4876	10079
ACOT11	1924	2285	1718	696	619	1757
FAM151A	1149	885	494	443	585	140
MROH7	3443	8446	15422	8394	12644	8384
MROH7-TTC4	533	462	1413	476	592	471
TTC4	2360	4506	4947	3791	1314	2010
PARS2	1990	4561	2598	4451	2648	2879
TTC22	655	766	898	1164	680	855
LEXM	1178	1578	526	1780	1116	1391
DHCR24	1644	1661	2257	695	1470	1527
TMEM61	5972	2716	2966	3120	2501	5868
BSND	3194	4444	1218	2249	4550	1348
PCSK9	10071	6837	7097	2686	2144	4254
USP24	207	93	131	97	79	157
PLPP3	6256	6273	5156	8544	4161	4679
PRKAA2	1812	1088	1809	1099	1771	1563
C1orf168	2421	1388	2069	2098	1527	776
C8A	399	681	1039	613	374	696
C8B	6275	4476	4030	3111	2262	5595
DAB1	1125	710	344	241	469	398
OMA1	2722	2811	4085	3154	2439	5164
TACSTD2	3102	3367	6651	3982	2833	3889
MYSM1	2855	2337	3934	3215	1578	1845
JUN	1285	1022	2401	761	916	915
FGGY	667	6025	5969	2578	2942	3239
HOOK1	1953	2009	4507	2532	975	2324
CYP2J2	1771	1503	2540	1065	1765	1493
C1orf87	1931	4362	4026	1335	1577	1278
NFIA	5783	1406	2249	3043	2434	5950
TM2D1	1610	966	1916	1413	2615	1233
PATJ	2682	2849	5058	3063	2627	1259
L1TD1	23080	14510	6742	12171	13636	8553
KANK4	6772	6355	9071	4886	4304	3652
USP1	1423	1821	2018	740	1450	573
DOCK7	15000	7246	8226	8711	2672	14443
ANGPTL3	1402	3538	1261	1941	2992	2343
ATG4C	2193	2428	2546	766	2077	1419
FOXD3	357	113	177	139	161	184
ALG6	721	862	602	328	680	860
ITGB3BP	1408	1010	1243	1048	1888	1091
EFCAB7	12623	2015	6199	2304	3540	3254
PGM1	5223	3832	5415	8126	3024	3496
ROR1	547	629	670	225	771	269
UBE2U	7410	6531	6261	3087	4991	6365
CACHD1	2812	2298	1988	1919	2290	1594
RAVER2	2722	1464	1570	859	1144	2677
JAK1	1499	1636	1122	443	609	1089
AK4	131	458	399	104	538	690
DNAJC6	3348	4050	3086	2109	1605	1489
LEPROT	639	396	613	395	475	364
LEPR	176	535	311	519	287	399
PDE4B	5750	7732	7059	7809	2719	4974
SGIP1	1312	1182	908	1351	752	408
TCTEX1D1	1597	376	583	652	721	389
INSL5	38	31	81	26	37	30
WDR78	4061	4550	4368	7832	5683	6801
MIER1	6585	5500	3869	3867	2330	1615
SLC35D1	4155	2596	3019	2198	2048	2666
C1orf141	5403	10119	10303	6649	8765	6776
IL23R	1243	2125	3073	3068	1506	2222
IL12RB2	384	777	809	789	362	577
SERBP1	1516	587	1547	1386	939	1082
GADD45A	1577	2404	919	1083	1113	1440
GNG12	10409	10282	6761	5547	3242	2260
DIRAS3	308	436	729	443	468	430
WLS	1171	1558	2069	1066	1536	676
RPE65	1379	1502	1405	1407	1106	879
DEPDC1	2388	1755	3951	2318	3082	2253
LRRC7	1777	1438	1207	1494	642	1377
LRRC40	47	180	162	106	214	138
SRSF11	1576	1279	1384	582	1374	1832
ANKRD13C	633	786	2921	1110	1034	1509
HHLA3	2195	568	311	980	692	397
AL158839.1	820	998	1140	589	1741	1537
CTH	4949	4370	7750	3046	4980	7765
PTGER3	259	491	667	286	223	619
ZRANB2	3412	2390	2312	1920	774	3159
NEGR1	1140	1681	1442	2001	1244	1497
LRRIQ3	1971	3036	3638	2562	2603	1750
FPGT	1881	1861	4943	979	1700	2119
FPGT-TNNI3K	1377	1491	4171	2454	1853	1059
TNNI3K	562	1140	1572	791	1057	490
LRRC53	121	131	134	191	105	84
ERICH3	284	469	406	484	239	466
CRYZ	3997	2702	2184	1974	1541	1321
TYW3	2598	3764	753	1057	3020	2923
LHX8	1875	3006	2474	2667	1766	2805
SLC44A5	9658	7493	12884	3287	4253	2237
ACADM	459	203	347	236	172	302
RABGGTB	1653	2266	1669	716	3128	2393
MSH4	6511	5779	2747	3886	1620	1976
ASB17	2755	1543	1590	1603	2267	1859
ST6GALNAC3	5434	3460	7255	3456	5358	4701
ST6GALNAC5	6277	5733	8937	7082	8171	5749
PIGK	1388	1815	2121	2859	2472	2784
AK5	7567	2427	11116	8917	6095	5842
ZZZ3	72	69	117	93	135	54
USP33	3340	1986	1796	1134	1239	1688
FAM73A	4348	5515	5288	3683	2885	1465
NEXN	950	848	885	325	883	769
FUBP1	2362	1885	3520	2249	2285	2526
DNAJB4	1334	1242	1001	603	881	344
GIPC2	7242	4707	4482	6624	7294	6366
PTGFR	125	622	777	341	422	469
IFI44L	1103	1786	1889	1374	2702	1601
IFI44	396	442	572	477	1084	384
ADGRL4	2121	2792	2620	1673	3295	2963
ADGRL2	4095	1620	2182	1399	739	673
TTLL7	265	283	237	437	319	893
PRKACB	694	301	430	160	270	163
SAMD13	438	382	410	313	208	186
DNASE2B	27	9	29	24	17	18
RPF1	2284	3739	3523	1444	3708	1622
GNG5	2990	5257	4498	3755	6194	5086
CTBS	398	235	551	240	262	191
SSX2IP	4876	3098	4172	2696	4211	1874
LPAR3	815	2231	834	1277	1314	788
MCOLN2	831	481	715	646	562	999
WDR63	0	10	3	1	6	5
MCOLN3	1834	2909	2276	1184	3231	1918
SYDE2	498	815	1061	458	644	330
C1orf52	653	1728	1853	1828	639	937
BCL10	19370	6663	7877	15898	13013	1294
DDAH1	2352	4440	2640	1821	1419	3117
CYR61	4831	9053	5704	4611	3653	4636
ZNHIT6	510	752	267	597	319	341
COL24A1	1737	1002	1128	392	780	862
ODF2L	1505	1029	1044	2732	1314	1918
CLCA2	995	2869	2192	2662	1668	1360
CLCA1	459	424	202	203	133	196
CLCA4	4700	7346	3925	6885	10313	6079
SH3GLB1	111	400	607	336	202	72
SEP15	13465	19081	15378	9549	13783	10680
HS2ST1	641	381	676	261	397	300
RP5-1052I5.2	5537	1719	4942	2507	4572	8135
LMO4	1696	910	1448	1642	1277	2062
PKN2	210	358	247	289	205	286
GTF2B	386	967	673	289	618	662
KYAT3	8696	6674	2370	7448	3464	5891
RBMXL1	6937	3300	4024	10459	2203	4045
GBP3	5737	7476	4372	4130	5478	2837
GBP1	126	83	99	97	72	63
GBP2	190	264	79	148	139	190
GBP7	1143	575	943	589	536	372
GBP4	4013	942	2083	1164	1573	2642
GBP5	791	1303	377	1010	1180	1009
GBP6	1120	798	1035	1253	575	1260
LRRC8B	4093	1228	1295	1652	2915	2090
LRRC8C	42	79	53	55	69	31
RP11-302M6.4	3700	3135	1103	1618	3498	2476
LRRC8D	1613	3720	3407	1515	2236	992
ZNF326	1921	496	1216	797	497	571
BARHL2	5802	5786	6336	4584	6275	5315
ZNF644	2706	2448	4058	2830	1329	2231
HFM1	970	790	452	651	1125	486
CDC7	4343	4192	5770	4560	2868	4901
TGFBR3	3512	3027	1123	3851	3286	1754
BRDT	1270	1716	860	1509	1309	804
EPHX4	1031	527	1378	754	525	929
SETSIP	1622	4179	2057	1110	1980	1481
BTBD8	6816	3233	3668	1064	1895	3296
KIAA1107	11779	19952	16937	8464	8210	6052
C1orf146	8489	6445	10787	8777	6810	3137
GLMN	6337	10373	7543	5694	7251	5922
RPAP2	5013	6354	4370	4925	3401	3565
GFI1	2575	3470	1735	1718	501	1657
EVI5	2272	1982	1828	1980	1836	1789
RPL5	1953	2762	1944	1376	1054	1191
FAM69A	1849	2517	814	2319	1803	1210
MTF2	1627	4558	2760	4163	3272	2320
TMED5	184	125	121	116	231	194
CCDC18	4805	3806	2221	3311	2839	5333
DR1	6765	1600	5939	4148	2074	1359
FNBP1L	2059	2375	2581	1988	2219	1412
BCAR3	733	1233	492	922	681	830
DNTTIP2	1324	675	1827	591	1268	1267
GCLM	1529	1084	789	668	751	1255
ABCA4	11936	15031	10653	4187	5101	6026
ARHGAP29	4165	4269	3841	2543	4237	2337
ABCD3	3493	5769	4352	6120	4731	3532
F3	3496	1784	2667	2844	3629	1687
SLC44A3	615	610	751	953	348	795
CNN3	1372	2405	2478	1617	1369	1331
ALG14	607	601	287	242	241	596
TMEM56	515	748	557	803	486	267
TMEM56-RWDD3	2136	1724	2198	1452	1157	994
RWDD3	2251	811	3292	958	910	2182
PTBP2	7153	2811	8018	5083	3010	7895
DPYD	2230	4148	1559	1872	2010	1741
SNX7	280	352	512	430	464	312
PLPPR5	20	64	78	67	65	35
PLPPR4	2396	495	3707	2322	2883	1907
PALMD	10618	6569	8692	6431	9990	3690
FRRS1	2082	5236	1296	2749	2185	910
AGL	3212	3680	5400	3269	4534	2469
AC096949.1	991	1819	1443	984	1516	1299
SLC35A3	3487	3607	5024	1908	4230	2138
MFSD14A	1520	1691	1650	597	907	832
SASS6	1841	3629	2317	1171	1913	1856
TRMT13	6844	6142	5472	6192	2449	4302
LRRC39	6413	7796	4193	3690	9003	3797
DBT	16	45	20	21	28	11
RTCA	248	119	86	49	79	67
CDC14A	2025	3393	1978	1818	1491	1578
GPR88	70	54	63	27	81	24
VCAM1	520	1135	1342	1527	1102	1053
EXTL2	16	22	17	18	32	10
SLC30A7	2687	4188	3553	1785	2235	1621
DPH5	131	236	150	97	160	141
S1PR1	4950	6892	8750	4000	5353	1684
OLFM3	768	718	425	326	785	769
COL11A1	13036	9513	8181	12223	2107	4474
RNPC3	3284	5219	2039	2997	2974	2858
AMY2B	712	228	406	209	249	202
AMY2A	2832	4098	9088	6218	2746	3880
AMY1A	1157	1496	1288	1151	2309	1444
AMY1B	120	60	127	66	52	60
AMY1C	5288	1836	2720	1367	2873	2114
PRMT6	7003	13018	4321	4959	5521	4046
NTNG1	3682	3314	1449	1774	1028	1674
VAV3	62	38	43	37	40	49
SLC25A24	9835	6140	10645	4569	2210	5449
NBPF4	9791	5525	12687	7564	11108	7717
NBPF6	4881	11811	3059	1657	1476	2922
FAM102B	580	1682	2209	937	1421	434
HENMT1	1692	1196	1390	732	615	518
PRPF38B	1484	928	2235	1745	1349	1333
FNDC7	279	276	244	245	164	239
STXBP3	9011	4915	2601	4442	4135	5011
AKNAD1	564	297	1551	294	1097	1218
RP11-475E11.9	1254	1363	906	802	1562	1829
GPSM2	830	608	348	606	533	740
CLCC1	667	1524	398	207	1106	371
WDR47	206	274	202	177	183	298
TAF13	2559	1182	1080	941	1374	1432
TMEM167B	5326	2957	6970	3216	3910	8408
C1orf194	3671	5203	5405	6561	3046	1003
KIAA1324	3126	5157	1974	2756	2796	3485
SARS	4652	2246	8238	2620	3556	3329
CELSR2	1576	3605	3390	6003	3581	2288
PSRC1	394	611	905	848	478	744
MYBPHL	461	725	174	435	128	192
SORT1	7549	4808	5833	6437	3572	3581
PSMA5	1553	1234	1516	684	1469	725
SYPL2	8925	6227	3638	4008	6222	6184
ATXN7L2	391	338	484	182	249	222
CYB561D1	156	164	138	133	148	104
AMIGO1	3231	1597	2018	2708	4268	3309
GPR61	1230	3349	5967	2207	1322	1528
GNAI3	1514	1510	2360	427	2343	1488
GNAT2	2377	2366	3222	4124	3454	4318
AMPD2	84	189	322	281	123	266
GSTM4	1072	1849	865	737	1086	548
GSTM2	838	743	316	591	261	485
GSTM1	2317	2542	4266	3848	2589	4222
GSTM5	1603	4333	1264	1577	753	1738
GSTM3	1519	1634	1416	1324	1296	1035
EPS8L3	330	165	643	156	548	246
CSF1	2834	4293	4697	4621	1729	3078
AHCYL1	1786	685	1294	1334	973	2014
STRIP1	68	42	81	89	79	105
ALX3	8068	12399	12417	11144	5719	6877
UBL4B	1138	768	376	373	339	333
SLC6A17	5764	4122	2274	1432	4240	2405
KCNC4	890	2473	2278	1098	1304	1949
RBM15	4342	3289	2744	4923	3118	3690
SLC16A4	685	1009	722	401	905	552
LAMTOR5	907	783	485	776	776	625
PROK1	2696	2575	3701	3440	2670	2585
KCNA10	1978	1474	1634	557	921	1554
KCNA2	55	111	96	46	105	42
KCNA3	1819	2321	3618	3439	2921	422
CD53	8531	7063	6398	2026	3509	3752
LRIF1	5139	5446	9112	1597	3051	3694
DRAM2	758	275	846	426	90	605
CEPT1	1078	1318	1409	745	915	1660
DENND2D	52	107	76	125	51	154
CHI3L2	800	2424	1073	828	923	944
CHIA	879	634	535	609	299	555
PIFO	11604	7472	8080	1438	5487	6738
OVGP1	53	27	37	20	11	36
WDR77	964	1378	1472	1075	689	858
ATP5F1	1148	2005	956	1016	750	1569
C1orf162	2434	4416	2788	1735	2043	1668
TMIGD3	43	55	50	100	25	25
ADORA3	173	169	402	610	371	179
RAP1A	2967	7118	4826	3656	7104	3442
FAM212B	1356	2298	2039	511	1424	688
DDX20	1153	2124	1732	3185	2532	2926
KCND3	2131	3281	2660	3712	1098	3046
CTTNBP2NL	2966	1592	4218	1222	1840	2132
WNT2B	1791	1823	1403	843	661	1335
ST7L	5330	2246	13325	4030	2978	3292
CAPZA1	463	278	432	451	496	311
MOV10	554	611	239	545	215	533
RHOC	284	198	302	173	383	325
RP11-426L16.10	4426	5240	2451	1388	5925	2910
PPM1J	10436	10927	5242	3634	3811	3611
FAM19A3	119	111	75	64	36	73
SLC16A1	2718	3375	2469	1251	1135	1245
LRIG2	2848	1487	1865	1466	822	1698
MAGI3	3008	1678	2602	2871	775	3158
PHTF1	7454	5933	4767	4011	2065	2770
RSBN1	4904	8689	11465	7932	2856	10021
PTPN22	1122	849	767	1313	1618	1946
BCL2L15	96	68	148	74	28	74
AP4B1	232	137	176	68	218	136
DCLRE1B	3156	11214	5017	10311	9192	4826
HIPK1	2551	1024	2152	1300	2234	1355
OLFML3	882	1396	451	828	936	1613
SYT6	6095	4195	4383	5915	2208	4634
TRIM33	3792	3101	2333	1014	2465	1580
BCAS2	5003	6472	3983	3543	2047	1529
DENND2C	3223	4225	4439	4614	3308	2505
AMPD1	460	424	403	386	177	236
NRAS	356	312	227	236	92	157
CSDE1	3127	2060	2524	1689	3241	1181
SIKE1	1730	2760	1317	2466	1149	2036
SYCP1	61	94	84	95	68	36
TSHB	3539	3936	3466	2523	2164	1186
TSPAN2	362	358	209	451	456	233
NGF	6083	4844	4792	1649	1947	3741
VANGL1	1480	1598	2207	2008	626	756
CASQ2	842	981	820	2240	2077	788
NHLH2	3226	2143	1850	1903	2178	1316
SLC22A15	953	1449	901	808	613	797
MAB21L3	884	632	817	168	521	965
ATP1A1	1949	2709	2656	2154	2163	1248
CD58	8121	6316	10053	8209	6895	5816
IGSF3	5482	4830	7183	3191	3592	8405
CD2	255	211	106	80	161	142
PTGFRN	10	4	7	10	11	4
CD101	950	1077	1469	2596	923	2226
TTF2	1015	1090	392	368	485	353
TRIM45	1139	1348	776	464	884	1206
VTCN1	740	1169	752	1289	266	641
MAN1A2	595	733	387	1058	453	151
FAM46C	1531	1532	1065	788	1573	469
GDAP2	929	733	1227	1229	1349	1163
WDR3	6919	6012	4366	5623	4394	1596
SPAG17	1190	2265	1034	962	2575	885
TBX15	2528	3093	1671	829	2505	1007
WARS2	686	1172	709	565	210	149
HAO2	1183	689	825	735	439	878
HSD3B2	2038	2728	1486	1154	2156	2192
HSD3B1	9	17	9	11	4	8
ZNF697	1518	846	932	413	1565	981
PHGDH	2006	809	1059	876	1214	745
HMGCS2	3227	2523	2273	1832	2180	1428
REG4	324	531	339	272	390	206
ADAM30	3358	3998	892	1197	2029	2582
NOTCH2	3075	4745	2814	1847	734	2210
SEC22B	1053	1271	686	761	1111	671
NBPF26	654	590	709	192	298	680
PPIAL4A	2999	1886	1356	1763	1281	737
AC241377.1	336	469	392	371	249	431
FCGR1B	1330	1292	839	967	740	547
FAM72B	4040	4042	2979	4588	2870	4214
SRGAP2C	1887	1534	1436	1237	1568	2175
HIST2H3PS2	1378	1068	2128	695	1142	1394
FAM72C	2716	1570	1116	1953	1580	1644
PPIAL4E	352	266	262	179	242	286
NBPF15	7313	8427	3616	3282	4844	3972
PPIAL4F	3292	3634	8837	4368	3662	1123
SRGAP2B	1104	938	629	858	1197	794
FAM72D	4938	2284	7362	3810	4181	3156
AC241585.1	3482	12045	4787	3147	2893	5084
PPIAL4D	2656	3058	3089	4227	3661	5007
NBPF20	385	1045	454	975	495	793
GPR89A	2605	2875	1367	6920	2476	3397
PDZK1	5438	6144	6081	8800	6558	5352
CD160	23	31	30	17	23	10
RNF115	5992	5959	2554	4980	2914	3746
POLR3C	7858	2539	1959	2477	1829	5276
NUDT17	2735	4081	1684	3269	4008	2505
PIAS3	1755	1473	526	1040	2333	869
ANKRD35	1123	1805	1474	702	410	824
ITGA10	727	312	698	347	479	424
PEX11B	1030	3403	1237	742	2118	905
RBM8A	16291	7140	7490	7017	2172	8034
CH17-270A2.2	6022	7388	1575	2767	2756	5154
LIX1L	3116	3174	3307	5831	4773	2037
ANKRD34A	1151	952	1225	2226	1018	1199
POLR3GL	315	1962	1288	1157	902	612
TXNIP	1531	3161	2248	4208	3719	3959
HFE2	2484	2088	3455	2279	3118	1380
NBPF10	654	1468	2179	1060	970	1758
RP11-458D21.5	8001	10024	6920	7797	8263	7613
NOTCH2NL	548	1098	1465	1349	1361	403
AC243756.1	2288	6320	5895	6021	4261	3245
NBPF12	118	78	122	80	194	53
PRKAB2	964	700	1082	266	1182	1679
FMO5	339	324	411	350	304	549
CHD1L	5498	4332	3069	3522	3186	2445
BCL9	673	682	1381	683	723	441
ACP6	327	455	905	542	357	238
GJA5	604	603	575	398	596	631
GJA8	3163	3159	2210	935	2608	1677
GPR89B	1171	922	827	693	1335	892
NBPF11	2520	3204	1424	1571	1685	3178
AC245100.1	9344	4236	2968	7606	3949	3655
PPIAL4G	4770	7984	3072	9814	3472	5384
NBPF14	3747	4745	4597	1829	4007	2117
PDE4DIP	1520	2064	2516	1000	899	1685
NBPF9	505	583	490	372	371	227
NBPF19	57	190	233	140	79	134
PPIAL4C	2833	4869	4731	3449	2608	4063
FAM231D	443	351	133	302	187	452
FCGR1A	2308	2729	831	1044	2094	576
HIST2H2BF	1157	1276	474	832	1575	1267
HIST2H3D	3373	2158	2721	989	1699	778
HIST2H4A	2097	4433	6759	6817	2165	3400
HIST2H3C	734	320	964	640	919	519
HIST2H2AA3	364	831	484	576	448	447
HIST2H2AA4	1205	1612	713	409	1959	821
HIST2H3A	4455	5547	3292	1722	2660	3153
HIST2H4B	1556	1580	1935	1675	1768	1154
HIST2H2BE	349	143	443	92	223	215
HIST2H2AC	1301	1217	2230	1318	1036	815
HIST2H2AB	3390	1432	2026	1194	864	2679
BOLA1	1351	1568	604	1454	1010	1919
SV2A	126	124	177	158	248	125
SF3B4	4534	8727	8316	5578	2089	4378
MTMR11	2321	4881	2499	2609	1831	3136
OTUD7B	636	709	684	755	467	598
VPS45	1700	4873	2047	1522	1666	1400
PLEKHO1	5347	4285	2983	1488	1850	2207
ANP32E	3059	4211	1562	910	833	1472
CA14	2015	2078	1936	1538	1458	1028
APH1A	4904	6086	3702	4289	4425	3602
C1orf54	3191	4088	4325	3399	3303	3812
CIART	1266	814	612	278	558	841
MRPS21	3217	1699	1082	1448	959	687
AC242988.1	70	68	57	55	41	87
PRPF3	818	2571	1731	971	1280	1214
RPRD2	132	104	76	64	71	45
TARS2	1637	2874	1517	2568	2497	1290
ECM1	57	381	216	201	197	413
ADAMTSL4	7439	5504	4689	4526	3704	2169
MCL1	4382	1919	3486	2447	3616	2211
ENSA	4189	4951	2497	2021	2182	1756
GOLPH3L	63	44	84	125	55	80
HORMAD1	2006	4563	3123	2207	1391	2184
CTSS	162	561	263	346	142	235
CTSK	819	699	868	1108	981	767
ARNT	1609	3040	2932	3699	731	3022
RP11-235D19.4	506	381	152	178	169	301
SETDB1	2335	5772	2439	1407	1044	2330
CERS2	19021	10466	12438	7361	4077	13082
ANXA9	10108	10133	10165	7150	7540	10144
FAM63A	3145	5116	9553	3202	4298	5149
PRUNE1	5469	5653	3142	5795	8139	9074
BNIPL	1019	494	416	782	931	262
C1orf56	2132	1920	1705	3126	1055	2044
CDC42SE1	1511	1925	1260	1200	2127	964
MLLT11	1924	1937	5046	2094	1085	1352
